sample_name,size,time
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_unlink.sample,0036464,0.2882
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_date.sample,0061040,0.7454
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_test.sample,0031428,0.4103
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_split.sample,0083864,0.9255
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_ptx.sample,0155976,1.1629
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_paste.sample,0032784,0.2531
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_mktemp.sample,0038356,0.2876
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_unexpand.sample,0041304,0.2812
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_shuf.sample,0053412,0.3917
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_printf.sample,0050608,0.4350
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_getlimits.sample,0049064,0.3517
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sort.sample,0096852,0.9319
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_as-new.sample,1402472,15.6937
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_true.sample,0022660,0.1573
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_unlink.sample,0026384,0.1884
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_stdbuf.sample,0077892,0.5690
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_uname.sample,0028016,0.1936
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_gprof.sample,0971732,9.4904
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_[.sample,0038436,0.3119
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_objcopy.sample,1265208,13.5337
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_ginstall.sample,0126108,1.2370
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_tee.sample,0038736,0.2564
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_uptime.sample,0038032,0.2614
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_du.sample,0103620,0.8768
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_whoami.sample,0036528,0.2334
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_ranlib.sample,0928264,8.2168
test-data/data/byteweight/elf-x86/gcc_findutils_32_O0_bigram.sample,0011200,0.0598
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sync.sample,0036208,0.2330
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_strip-new.sample,1212184,12.0896
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_csplit.sample,0145044,1.0884
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_mktemp.sample,0048756,0.3524
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_elfedit.sample,0023952,0.1711
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_nohup.sample,0033036,0.2728
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_md5sum.sample,0040400,0.3344
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_pwd.sample,0033396,0.2490
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_ls.sample,0141168,1.4514
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_cp.sample,0116948,1.3684
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_head.sample,0042448,0.2973
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_date.sample,0073552,0.5858
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tty.sample,0028080,0.1789
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_pr.sample,0058652,0.4820
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_base64.sample,0037892,0.2686
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_shred.sample,0052304,0.4992
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_elfedit.sample,0023760,0.1571
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tac.sample,0104024,0.6857
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_chown.sample,0065960,0.5204
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_addr2line.sample,0899892,7.8224
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_expr.sample,0098164,0.7123
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_expand.sample,0032144,0.2154
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_dd.sample,0060592,0.5059
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_mknod.sample,0033240,0.2357
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_tr.sample,0052176,0.4712
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_readelf.sample,0419216,4.7911
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_fold.sample,0040752,0.2511
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_paste.sample,0029512,0.1988
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_readelf.sample,0385636,5.2287
test-data/data/byteweight/elf-x86/gcc_findutils_32_O2_xargs.sample,0037740,0.3042
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_tee.sample,0028656,0.2129
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_sha512sum.sample,0088560,44.2792
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_cp.sample,0115348,1.2819
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_ln.sample,0066388,0.4857
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_echo.sample,0024644,0.1672
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_ranlib.sample,1029648,9.3760
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_touch.sample,0070732,0.4642
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_readlink.sample,0045344,0.3199
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_locate.sample,0068644,0.4921
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_stat.sample,0086428,0.7498
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_touch.sample,0065124,0.5015
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_rm.sample,0055668,0.4112
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_split.sample,0069000,0.5359
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_uniq.sample,0037156,0.2839
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_pathchk.sample,0031632,0.2452
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_as-new.sample,1594664,16.5599
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_test.sample,0033464,0.2350
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_ln.sample,0056468,0.4204
test-data/data/byteweight/elf-x86/gcc_findutils_32_O2_code.sample,0015712,0.0978
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_sync.sample,0028928,0.2201
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_addr2line.sample,1050544,11.2329
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_bigram.sample,0011232,0.0615
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_hostid.sample,0026160,0.1947
test-data/data/byteweight/elf-x86/gcc_findutils_32_O1_code.sample,0015488,0.0997
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_make-prime-list.sample,0005640,0.0344
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_basename.sample,0030736,0.2414
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_touch.sample,0059300,0.4259
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_pwd.sample,0041960,0.2963
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_ginstall.sample,0127000,1.1106
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_paste.sample,0039792,0.2648
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha512sum.sample,0101296,60.2642
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_numfmt.sample,0078676,0.7397
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_stty.sample,0063984,0.9941
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_strings.sample,1050932,10.9348
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_uniq.sample,0039760,0.2978
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_mkdir.sample,0059284,0.3774
test-data/data/byteweight/elf-x86/gcc_findutils_32_O2_frcode.sample,0015168,0.0977
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_od.sample,0065696,0.5907
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_cxxfilt.sample,1025864,9.1364
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_frcode.sample,0015648,0.0997
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_nl.sample,0122888,0.9813
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_yes.sample,0036432,0.2419
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_numfmt.sample,0065296,0.5872
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_objdump.sample,1446644,14.8207
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_realpath.sample,0060936,0.4266
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_basename.sample,0027632,0.2105
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_whoami.sample,0029376,0.2302
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_sleep.sample,0029656,0.2095
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_cp.sample,0128336,1.5631
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_[.sample,0034468,0.2369
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_objdump.sample,1660336,16.3155
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_groups.sample,0030000,0.2126
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sha384sum.sample,0084048,35.8934
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_printenv.sample,0029744,0.2180
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_addr2line.sample,0995396,9.1616
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_seq.sample,0045804,0.3101
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_truncate.sample,0065128,0.4770
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_dir.sample,0108240,1.2291
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_id.sample,0044784,0.3152
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_fmt.sample,0069828,0.3834
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_mkfifo.sample,0039472,0.2786
test-data/data/byteweight/elf-x86/gcc_findutils_32_O0_find.sample,0171692,1.8446
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_code.sample,0016288,0.1001
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_getlimits.sample,0047592,0.3605
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_tsort.sample,0035088,0.5506
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_hostid.sample,0027952,0.1841
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_du.sample,0111488,0.8820
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_kill.sample,0034052,0.2684
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_env.sample,0029288,0.2031
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sum.sample,0035984,0.2544
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_wc.sample,0048944,0.3458
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_cksum.sample,0039792,0.2580
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_getlimits.sample,0057484,0.4243
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_ginstall.sample,0139868,1.4513
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_fmt.sample,0079016,0.4752
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_expand.sample,0033368,0.2503
test-data/data/byteweight/elf-x86/gcc_findutils_32_O0_frcode.sample,0015744,0.0989
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_factor.sample,0132920,1.0814
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_users.sample,0038096,0.2555
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_nice.sample,0029044,0.2293
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_realpath.sample,0070484,0.4855
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_pinky.sample,0045276,0.3206
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_join.sample,0055632,0.4016
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_groups.sample,0031920,0.2257
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_cxxfilt.sample,1080788,11.3182
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_chmod.sample,0052116,0.3780
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_make-prime-list.sample,0004872,0.0268
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_uniq.sample,0049760,0.3591
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_sync.sample,0027920,0.1811
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_stdbuf.sample,0067492,0.5526
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_nohup.sample,0031984,0.2386
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sha256sum.sample,0047440,0.8251
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_dd.sample,0065264,0.5644
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_paste.sample,0031440,0.2246
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_logname.sample,0029152,0.2183
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_sysinfo.sample,0017268,0.1319
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_chroot.sample,0043248,0.2776
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tee.sample,0030448,0.2085
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_nproc.sample,0031664,0.2359
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_seq.sample,0055664,0.3818
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_timeout.sample,0051720,0.3728
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_sha224sum.sample,0054124,1.8092
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_printf.sample,0044112,0.3048
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_ls.sample,0115984,1.1730
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_chgrp.sample,0059412,0.4260
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_test.sample,0035396,0.2459
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_pathchk.sample,0038192,0.2584
test-data/data/byteweight/elf-x86/gcc_findutils_32_O1_bigram.sample,0010336,0.0557
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_size.sample,0902012,7.8087
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_ls.sample,0108240,1.2337
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_df.sample,0099976,0.7809
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_vdir.sample,0108240,1.2267
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_unexpand.sample,0034320,0.2588
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_objcopy.sample,1049268,10.6854
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_logname.sample,0026288,0.1906
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_chroot.sample,0035344,0.2627
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_rmdir.sample,0041244,0.2619
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_factor.sample,0131868,1.2245
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sha512sum.sample,0084048,36.0566
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_strip-new.sample,1084984,10.0373
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_pwd.sample,0035184,0.2621
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_pinky.sample,0034480,0.2535
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_basename.sample,0037704,0.2702
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha224sum.sample,0058288,1.2339
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_who.sample,0057360,0.4879
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_nm-new.sample,1062904,11.1586
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_chcon.sample,0067416,0.5225
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_xargs.sample,0039204,0.3176
test-data/data/byteweight/elf-x86/gcc_findutils_32_O2_oldfind.sample,0160532,1.9120
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_dd.sample,0079712,0.6731
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_readlink.sample,0042224,0.2836
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_oldfind.sample,0185028,2.4341
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tsort.sample,0037128,0.5104
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_who.sample,0049896,0.3478
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha256sum.sample,0058288,1.2289
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_who.sample,0051280,0.3584
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_link.sample,0036560,0.2349
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_md5sum.sample,0048784,0.3769
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_elfedit.sample,0025904,0.1910
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_sysinfo.sample,0019444,0.1450
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_stat.sample,0075316,0.6077
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_comm.sample,0043792,0.2973
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_ptx.sample,0122700,0.9253
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_chroot.sample,0034352,0.2218
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_runcon.sample,0032820,0.2509
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_chcon.sample,0059192,0.4419
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_hostid.sample,0036240,0.2304
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sync.sample,0026128,0.1951
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_make-prime-list.sample,0005384,0.0293
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_hostid.sample,0029024,0.2208
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_objcopy.sample,1212184,11.8519
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_basename.sample,0029420,0.2003
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_yes.sample,0026320,0.1767
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_strings.sample,0900116,7.6305
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_expr.sample,0128244,0.8970
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_chgrp.sample,0070152,0.5013
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_sleep.sample,0030896,0.2368
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_expr.sample,0121524,0.9780
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_sysinfo.sample,0020308,0.1438
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_pinky.sample,0036656,0.2437
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_readmsg.sample,0013770,0.1077
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_psftp.sample,0458058,7.3493
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_plink.sample,0457404,6.6857
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_7z.sample,0045314,0.3502
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_hidapi.sample,0010740,0.1091
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_vim.sample,2185456,27.8751
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_pscp.sample,0488668,7.3970
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_readmsg.sample,0013770,0.1170
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_Client7z.sample,0054728,0.3257
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_plink.sample,0418468,6.2718
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_puttygen.sample,0320384,3.1626
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_putty.sample,0685054,11.9746
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_psftp.sample,0498552,7.8421
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_pageant.sample,0292642,2.7128
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_7z.sample,0049818,0.3567
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_vim.sample,4589696,45.6422
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_pbc.sample,0011058,0.2808
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_Client7z.sample,0083936,0.5337
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_smtpsend.sample,0008282,0.0582
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_pbc.sample,0009634,0.2516
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_7z.sample,0049818,0.4353
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_SfxSetup.sample,0082678,0.5605
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_pbc.sample,0009634,0.2557
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_hidapi.sample,0009844,0.0717
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_psftp.sample,0498552,8.4015
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_pageant.sample,0251748,2.4073
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_pscp.sample,0488668,7.3418
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_libsodium.sample,0535820,26.2485
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_SfxSetup.sample,0082678,0.5505
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_putty.sample,0628736,11.9833
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_smtpsend.sample,0008282,0.0602
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_psftp.sample,0595802,8.7194
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_7z.sample,0069210,0.7177
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_putty.sample,0838966,13.7141
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_Client7z.sample,0074351,0.4363
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_pageant.sample,0236774,2.0618
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_hidapi.sample,0012804,0.1112
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_gvim.sample,4870959,48.3036
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_puttygen.sample,0301502,2.7808
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_pscp.sample,0584580,8.2699
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_puttygen.sample,0320384,3.1211
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_libsodium.sample,0685293,56.6382
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_gvim.sample,2348054,36.7246
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_plink.sample,0457404,6.6087
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_putty.sample,0685054,11.8334
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_puttytel.sample,0473200,7.3678
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_vim.sample,2170358,28.1093
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_readmsg.sample,0013770,0.1052
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_gvim.sample,2339110,33.3076
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_vim.sample,2185968,27.6079
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_puttytel.sample,0440882,7.4615
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_smtpsend.sample,0008282,0.0608
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_libsodium.sample,0685293,56.2396
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_pageant.sample,0251748,2.3414
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_puttytel.sample,0558846,9.0929
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_libsodium.sample,0685293,55.7353
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_puttygen.sample,0372902,3.7055
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_gvim.sample,2348880,34.6275
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_SfxSetup.sample,0089620,0.6442
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_pscp.sample,0448272,6.7692
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_hidapi.sample,0010460,0.0708
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_readmsg.sample,0013770,0.1058
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_Client7z.sample,0074351,0.4265
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_smtpsend.sample,0008282,0.0585
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_puttytel.sample,0473200,7.4191
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_plink.sample,0554548,7.4592
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_pbc.sample,0010946,0.2808
test-data/data/debian/jessie/gdb/usr_bin_gdb.sample,5667720,799.4251
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_mapfile.so.sample,0006344,0.0385
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_system.so.sample,0014628,0.0896
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_pcre.so.sample,0009624,0.0611
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_complist.so.sample,0060588,0.3740
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_rlimits.so.sample,0014448,0.0933
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_parameter.so.sample,0037100,0.3410
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_datetime.so.sample,0006500,0.0810
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_net_socket.so.sample,0006248,0.0998
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_sched.so.sample,0007500,0.1158
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_cap.so.sample,0005100,0.0646
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zftp.so.sample,0042960,0.4057
